Name,URL,Cuisines,Area,Timing,Full_Address,PhoneNumber,IsHomeDelivery,isTakeaway,isIndoorSeating,isVegOnly,Dinner Ratings,Dinner Reviews,Delivery Ratings,Delivery Reviews,KnownFor,PopularDishes,PeopleKnownFor,AverageCost
Royal Shawarma,https://www.zomato.com/kolkata/royal-shawarma-sector-5-salt-lake,"Wraps, Pizza, Fast Food","Sector 5, Salt Lake, Kolkata",,"232, Nayapatti Main Road, Sector 5, Salt Lake, Kolkata",9.18698E+11,1,0,0,0,-,0,-,1,,,,100
Meals & Memories,https://www.zomato.com/kolkata/meals-memories-new-town,Chinese,"New Town, Kolkata","12:15am – 2:30am, 12:15pm – 11:53pm (Today)","Shop B7, NKDA Market, Opposite Unitech Gate 1, New Town, Kolkata",9.18421E+11,1,1,1,0,-,0,-,1,,,,300
Online Snacks,https://www.zomato.com/kolkata/online-snacks-sector-5-salt-lake,"Sandwich, Fast Food, Beverages, Desserts, Shake","Sector 5, Salt Lake, Kolkata",,"232, Sector 5, Salt Lake, Kolkata",9.18698E+11,1,0,0,0,-,0,-,1,,,,100
Wraps and Snacks,https://www.zomato.com/kolkata/wraps-and-snacks-sector-5-salt-lake,"Wraps, Fast Food, Shake","Sector 5, Salt Lake, Kolkata",,"Np-232, Nayapatti, Sector 5, Salt Lake, Kolkata",9.18698E+11,1,0,0,0,-,0,-,5,,,,100
Momo Street,https://www.zomato.com/kolkata/momo-street-kaikhali,Momos,"Kaikhali, Kolkata",,"A-3, Ground Floor, Bholanath Sarani, Kaikhali, Kolkata",9.17981E+11,1,0,0,0,-,0,4,13,,,,200
Kareem Bhai,https://www.zomato.com/kolkata/kareem-bhai-new-town,"North Indian, Fast Food","New Town, Kolkata",,"Street 653, AA II, North Twenty Four Parganas, New Town, Kolkata",9.1629E+11,1,0,0,0,-,0,-,0,,,,50
Super Aminiya Biryani,https://www.zomato.com/kolkata/super-aminiya-biryani-baguihati,"Biryani, Mughlai","Baguihati, Kolkata",,"Hatiara Jokar Math, Parganas, Rajarhat, Baguihati, Kolkata",9.17003E+11,1,0,0,0,-,0,-,0,,,,150
Bordir Henshel,https://www.zomato.com/kolkata/bordir-henshel-chinar-park,"Chinese, North Indian, Fast Food, Sandwich, Momos","Chinar Park, Kolkata",Opens at 11am,"VIP Road, Teghoria, Chinar Park, Kolkata",9.19874E+11,1,1,1,0,-,1,-,0,,,,500
Pizza Hot,https://www.zomato.com/kolkata/pizza-hot-new-town,"Fast Food, Pizza, Beverages, Shake","New Town, Kolkata","12midnight – 5:59am, 6am – 12midnight (Today)","Bhangar More, Near Maa Tara Modi Bhandar, New Town, Kolkata",9.19875E+11,1,1,1,0,-,0,-,5,,,,500
Sip A Tale,https://www.zomato.com/kolkata/sip-a-tale-kaikhali,"Beverages, Shake","Kaikhali, Kolkata","12midnight – 2am, 11am – 12midnight (Today)","Bl-A, F/N-A-3, 224, Ground Floor, Bholanath Sarani, Kaikhali, Kolkata",9.17981E+11,1,1,0,0,-,0,-,7,,,,200
Sharma G,https://www.zomato.com/kolkata/sharma-g-baguihati,"Chinese, Fast Food","Baguihati, Kolkata",,"Rgm-23/12, Ae-1, Rajarhat Road, Baguihati, Kolkata",9.19674E+11,1,0,0,0,-,0,-,0,,,,100
Lazzeez,https://www.zomato.com/kolkata/lazzeez-chinar-park,Bengali,"Chinar Park, Kolkata",,"Rajarhat Main Road, Dash Drone, Newtown, Chinar Park, Kolkata",9.1629E+11,1,0,0,0,-,0,-,3,,,,250
Lezoto,https://www.zomato.com/kolkata/lezoto-1-new-town,"Chinese, North Indian, Seafood, Kebab","New Town, Kolkata",Opens at 11am,"Hatiara Talbagan, Echo Park New Town, Kolkata",9.181E+11,1,1,1,0,-,2,-,12,,,,500
New  Haji Biryani,https://www.zomato.com/kolkata/new-haji-biryani-baguihati,"Biryani, North Indian","Baguihati, Kolkata",,"100, Lakshmi Narayan Road, Dumdum Centorment Baguihati, Kolkata",9.17003E+11,1,0,0,0,-,0,-,0,,,,100
Abeeha Da Dhaba,https://www.zomato.com/kolkata/abeeha-da-dhaba-chinar-park,"North Indian, Mughlai, Kebab","Chinar Park, Kolkata",,"Salua More, North Twenty Four Parganas, Rajarhat Bishnupur I, Rajarhat, Chinar Park, Kolkata",9.16292E+11,1,0,0,0,-,0,-,0,,,,250
Afsana Cafe,https://www.zomato.com/kolkata/afsana-cafe-baguihati,"Chinese, Fast Food, Beverages, Street Food, Sandwich, Pizza","Baguihati, Kolkata",24 Hours (Today),"Hatiara Milan Pally, Ward 13, Bidhannagar Rajarhat Municipal Corporation, North Twenty Four Parganas, Baguihati, Kolkata",9.17687E+11,1,1,1,0,3.5,11,3.6,308,,,"Contactless Delivery, Wonderful Presentation, Proper Packaging, Best Food under Best Budget, Perfect Presentation, Customizable Food",450
Best Bite,https://www.zomato.com/kolkata/best-bite-baguihati,"Chinese, Street Food","Baguihati, Kolkata",Opens at 11:44am,"146/2, Jugipara Road, Satgachi, South Dumdum, Baguihati, Kolkata",9.1703E+11,1,1,1,0,-,2,3.9,17,,,,300
The Air & Fire,https://www.zomato.com/kolkata/the-air-fire-new-town,"BBQ, Bengali, Biryani, Chinese, Coffee, Desserts, Fast Food, Mughlai","Axis Mall, New Town, Kolkata",Opens at 11:30am,"4th Floor, AXIS Mall, Rajarhat, New Town, Kolkata",9.17596E+11,1,1,1,0,3.6,34,3.5,64,,,"Hookahs, Comforting Atmosphere, Great Recommendations, Served Quickly, Awesome Place, Best Food under Best Budget",1000
Hangin,https://www.zomato.com/kolkata/hangin-new-town,"Fast Food, Chinese, Beverages, Mughlai, Rolls, North Indian","New Town, Kolkata",Opens at 11am,"DH/03/01, DH Block, Action Area 1, New Town, Kolkata",9.1629E+11,1,1,0,0,-,0,-,6,,,,150
Dabbawala,https://www.zomato.com/kolkata/dabbawala-1-new-town,"North Indian, Beverages","New Town, Kolkata",,"DH/03/01, DH Block, Action Area I, New Town, Kolkata",9.1629E+11,1,0,0,0,-,0,-,8,,,,100
Khaddorosik,https://www.zomato.com/kolkata/khaddorosik-new-town,"North Indian, Chinese","New Town, Kolkata",Opens at 10:50am,"Shop 385, BD Block Community Market, Action Area-1B, New Town, Kolkata",9.1867E+11,1,1,0,0,3.6,5,-,8,,,,350
Khichdy,https://www.zomato.com/kolkata/khichdy-new-town,"Bengali, North Indian, Healthy Food","New Town, Kolkata",,"Sardarpara, Action Area II, Opposite TCS Gitanjali, New Town, Kolkata",9.1744E+11,1,0,0,0,-,0,-,15,,,,200
Fork N Spoon,https://www.zomato.com/kolkata/fork-n-spoon-dum-dum,Fast Food,"Dum Dum, Kolkata",,"1/40, Block 5, 5th Floor, FL-B, 68 Jessore Road, Dum Dum, Kolkata",9.19008E+11,1,0,0,0,-,0,-,0,,,,200
Shawarma Junction,https://www.zomato.com/kolkata/shawarma-junction-sector-5-salt-lake,"Lebanese, Burger, Pizza, Sandwich, Fast Food, Ice Cream, Desserts, Beverages","Sector 5, Salt Lake, Kolkata",,"NP-232, Nayapatti, Sector 5, Salt Lake, Kolkata",9.18698E+11,1,0,0,0,-,0,-,9,,,,100
New Kareem,https://www.zomato.com/kolkata/new-kareem-new-town,"Chinese, North Indian","New Town, Kolkata",,"Shop A3, Unitech Gate 1, New Town Rajrahat, New Town, Kolkata",9.18961E+11,1,0,0,0,-,0,-,6,,,,150
Burger Kitchen,https://www.zomato.com/kolkata/burger-kitchen-sector-5-salt-lake,"Burger, Fast Food, Lebanese, Desserts, Beverages","Sector 5, Salt Lake, Kolkata",Opens at 8am,"232, Nayapatti Main Road, Sector 5, Salt Lake, Kolkata",9.18698E+11,1,1,0,0,-,0,-,3,,,,100
The Old Baker,https://www.zomato.com/kolkata/the-old-baker-2-new-town,"Pizza, Desserts, Bakery","New Town, Kolkata",Opens at 9:21am,"Db-58, Street 278, Action Area 1, New Town, Kolkata",9.19818E+11,1,0,1,0,-,1,-,2,,,,400
Down The Lane,https://www.zomato.com/kolkata/down-the-lane-1-sector-1-salt-lake,"Continental, American, Desserts, Beverages, Shake","Sector 1, Salt Lake, Kolkata",Opens at 10:30am,"Block CE 16, Near Shiva Hospital, Sector 1, Salt Lake, Kolkata",9.1744E+11,1,1,0,0,3.8,62,3.6,46,,"Corn Cheese, Hot Chocolate, Shakes, Pizza","Outdoor, Fair Prices, Ambience was Super Cool, Good Music, Affordable Prices, Young Crowd",800
Mamta's Bakery,https://www.zomato.com/kolkata/mamtas-bakery-kestopur,Bakery,"Kestopur, Kolkata",,"Sri Guru Apartment, Hatiyara Jheelbagan, Rajarhat, Gopalpu, Kestopur, Kolkata",9.17003E+11,1,0,0,0,-,0,3.8,45,,,"Proper Packaging, Worth the Money, Timely Service, Great Portions, Delicious Food, Price",400
Munchy Bites Snacks,https://www.zomato.com/kolkata/munchy-bites-snacks-sector-5-salt-lake,"Fast Food, Sandwich, Italian, Burger, Ice Cream, Desserts, Beverages, Shake","Sector 5, Salt Lake, Kolkata",Opens at 8am,"NP 232 Nayapatti, Bidhan Nagar, Sector 5, Salt Lake, Kolkata",9.19124E+11,1,1,0,0,-,0,-,2,,,,100
The Schezwan Legacy,https://www.zomato.com/kolkata/the-schezwan-legacy-sector-5-salt-lake,Chinese,"Sector 5, Salt Lake, Kolkata",,"MB 675, Mahishbathan, Dakshinpara, Near Taltala Primary School, Sector 5, Salt Lake, Kolkata",9.19305E+11,1,0,0,0,-,0,-,12,,,,150
Chef Royal Kitchen,https://www.zomato.com/kolkata/chef-royal-kitchen-2-new-town,"Chinese, North Indian, Rolls","New Town, Kolkata",,"Chakpanchuria, DLF 2, New Town, Kolkata",9.18597E+11,1,0,0,0,-,0,-,0,,,,100
Taste@99,https://www.zomato.com/kolkata/taste@99-new-town,"Chinese, Rolls, Kebab","New Town, Kolkata",Opens at 11am,"Shop A42, Near Unitech Gate 1, Village Chackpanchuria, New Town, Kolkata",9.1909E+11,1,1,0,0,-,0,-,0,,,,100
Annapurna,https://www.zomato.com/kolkata/annapurna-kestopur,Bengali,"Kestopur, Kolkata",,"FH 16/6, Swamiji Pally, Kestopur, Kolkata",9.17004E+11,1,0,0,0,-,0,-,0,,,,150
Yaara Da Dhaba,https://www.zomato.com/kolkata/yaara-da-dhaba-chinar-park,"Street Food, Fast Food","Chinar Park, Kolkata",,"Swami Vivekanand Road, Ghosh Para, Bidhannagar-Rajarhat Municipal Corporation, North Twenty Four Parganas, Chinar Park, Kolkata",9.19749E+11,1,0,0,0,-,0,4,57,,,,200
The Ocean Kitchen,https://www.zomato.com/kolkata/the-ocean-kitchen-new-town,Seafood,"New Town, Kolkata",Opens at 1pm,"Gopalpur House, Rajarhat, New Town, Kolkata",9.18241E+11,1,1,0,0,-,0,3.6,19,,,,250
Chai & Sutta,https://www.zomato.com/kolkata/chai-sutta-2-chinar-park,"Fast Food, Beverages","Chinar Park, Kolkata",Opens at 9am,"Shop B 7, Atghara, Opposite Petro Pump, Newtown Metro Plaza, Chinar Park, Kolkata",9.19074E+11,1,1,0,0,-,3,3.1,19,,,,200
Tandoori Kadhai,https://www.zomato.com/kolkata/tandoori-kadhai-sector-5-salt-lake,"North Indian, Biryani, Kebab","Sector 5, Salt Lake, Kolkata",,"MB- 675, Mahishbathan, Dakshinpara, Near Taltala Primary School, Sector 5, Salt Lake, Kolkata",9.19305E+11,1,0,0,0,-,0,-,7,,,,100
Riyaz Biriyani Center,https://www.zomato.com/kolkata/riyaz-biriyani-center-new-town,Biryani,"New Town, Kolkata",Opens at 12noon,"Shop A-5, Unitech Gate 1, New Town, Kolkata",9.17044E+11,1,1,0,0,-,0,-,2,,,,200
Cookie Junction,https://www.zomato.com/kolkata/cookie-junction-chinar-park,Desserts,"Chinar Park, Kolkata",,"JL 10, Gulshan Tower, Near Newtown Road, Chinar Park, Kolkata",9.19904E+11,1,0,0,0,-,0,-,2,,,,150
Keshariya Dhaba,https://www.zomato.com/kolkata/keshariya-dhaba-kaikhali,North Indian,"Kaikhali, Kolkata",Opens at 12:10pm,"Near Charnock Hospital, Teghoria, Kaikhali, Kolkata",9.18241E+11,1,1,0,0,3.5,6,-,20,,,,350
Salom Fast Food & Bakery,https://www.zomato.com/kolkata/salom-fast-food-bakery-baguihati,"Mughlai, North Indian, Chinese","Baguihati, Kolkata",,"RGM 13/4, Jyangra Ghosh Para Bazar, Baguihati, Kolkata",9.19874E+11,1,0,0,0,-,0,4,10,,,,150
Sekuwa Ghar,https://www.zomato.com/kolkata/sekuwa-ghar-2-new-town,Nepalese,"New Town, Kolkata",,"Shop A 50, Action Area 1D, Chakpanchuria, Jl 33, New Town, Kolkata",9.19163E+11,1,0,0,0,-,0,4,21,,,,150
Mom's Magic,https://www.zomato.com/kolkata/moms-magic-kestopur,Bengali,"Kestopur, Kolkata",,"Mahishgot, Krishnapur, Near Sbi Bank, Kestopur, Kolkata",9.19073E+11,1,0,0,0,-,0,3.7,21,,,,150
Afsa Naa,https://www.zomato.com/kolkata/afsa-naa-chinar-park,"Fast Food, Pizza, Burger, Sandwich","Chinar Park, Kolkata",Opens at 11am,"Hatiara Milan Pally, Ward 13, Bidhannagar Rajarhat, Chinar Park, Kolkata",9.17687E+11,1,1,0,0,-,0,-,1,,,,150
Waffle Treats,https://www.zomato.com/kolkata/waffle-treats-sector-5-salt-lake,"Desserts, Beverages, Shake","Sector 5, Salt Lake, Kolkata",,"NP-232, Nayapatti Main Road, Sector 5, Salt Lake, Kolkata",9.19804E+11,1,0,0,1,-,0,-,12,,,,100
Engineer Maggi Wale,https://www.zomato.com/kolkata/engineer-maggi-wale-1-chinar-park,Street Food,"Chinar Park, Kolkata",,"Hatiyara Milan Pally, Chinar Park, Kolkata",9.17687E+11,1,0,0,0,-,0,-,0,,,,100
Kooz Karak,https://www.zomato.com/kolkata/kooz-karak-kestopur,"Bengali, Chinese","Kestopur, Kolkata",,"Hatiara Goth, Mouja-Hatiara, P.S.- Ecopark, North 24 pargana, Kestopur, Kolkata",9.17542E+11,1,0,0,0,-,0,-,3,,,,150
Gulista Fast Food,https://www.zomato.com/kolkata/gulista-fast-food-kestopur,"Biryani, Chinese","Kestopur, Kolkata",,"30 C, Hatiyara Road, Near Bus Stand, Kestopur, Kolkata",9.17542E+11,1,0,0,0,-,0,-,0,,,,150
Raksahb,https://www.zomato.com/kolkata/raksahb-baguihati,"North Indian, Chinese, Seafood","Baguihati, Kolkata",,"241/138, Ashwani Nagar, I/A3, Baguihati, Kolkata",9.19836E+11,1,1,1,0,3.8,148,4.2,1449,,,"Tandoori, Awesome Food, Good Food, Quantity, Prices",700
Thai Mee,https://www.zomato.com/kolkata/thai-mee-sector-1-salt-lake,Thai,"Sector 1, Salt Lake, Kolkata",,"BD 46, Near Tank 4, Sector 1, Salt Lake, Kolkata",9.19831E+11,1,0,0,0,-,0,-,0,,,,250
A1 Haji Biryani,https://www.zomato.com/kolkata/a1-haji-biryani-baguihati,"Biryani, North Indian","Baguihati, Kolkata",,"Hatiara Jokar Math, North 24 Parganas, Rajarhat Bishnupur I, Baguihati, Kolkata",9.17003E+11,1,0,0,0,-,0,-,0,,,,100
Taste Of Town,https://www.zomato.com/kolkata/taste-of-town-chinar-park,"Mughlai, Chinese, Seafood, North Indian, Biryani","Chinar Park, Kolkata",,"Plot AA-IID/3131, Category Mig-1, Action Area Iid, Chinar Park, Kolkata",9.1983E+11,1,0,0,0,-,0,-,0,,,,150
So South,https://www.zomato.com/kolkata/so-south-new-town,South Indian,"New Town, Kolkata",,"Shop C-01, NKDA Market, Patharghata, Near Unitech Gate 1, New Town, Kolkata",9.1629E+11,1,0,0,0,-,0,-,4,,,,150
Pizza Zone ,https://www.zomato.com/kolkata/pizza-zone-new-town,"Pizza, Sandwich","New Town, Kolkata","12midnight – 8:59am, 9am – 12midnight (Today)","JL 33, Chakpachuria Village, New Town, Kolkata",9.1629E+11,1,1,0,0,-,0,-,0,,,,150
The Fork,https://www.zomato.com/kolkata/the-fork-chinar-park,"Chinese, Biryani, North Indian, Mughlai, Rolls","Chinar Park, Kolkata",Opens at 12noon,"Kalipark, Bablatala, Rajarhat Main Road, Chinar Park, Kolkata",9.17595E+11,1,1,0,0,-,0,-,0,,,,350
Ghar Ki Rasoi,https://www.zomato.com/kolkata/ghar-ki-rasoi-1-new-town,"Bengali, Fast Food, North Indian","New Town, Kolkata",,"Hiland Willows, Block 4, Conifer 002, New Town, Kolkata",9.19883E+11,1,0,0,0,-,0,-,0,,,,100
Triptika The Food Court,https://www.zomato.com/kolkata/triptika-the-food-court-baguihati,"Momos, Kebab, Roast Chicken","Baguihati, Kolkata",,"118/2, Narkel Danga, North Road, Baguihati, Kolkata",9.16291E+11,1,0,0,0,-,0,-,0,,,,200
ABCD & Caterers,https://www.zomato.com/kolkata/abcd-caterers-new-town,"Fast Food, Chinese, Rolls, North Indian, Beverages","New Town, Kolkata",Opens at 8am,"Action Area 1, Balaka Abasan, 4th Gate, New Town, Kolkata",9.19124E+11,1,1,0,0,-,0,3.4,155,,,,100
Waffle Square Express,https://www.zomato.com/kolkata/waffle-square-express-sector-5-salt-lake,"Desserts, Ice Cream, Beverages, Shake","Sector 5, Salt Lake, Kolkata",Opens at 8:30am,"NP 232, Nayapatti, Sector 5, Salt Lake, Kolkata",9.177E+11,1,1,0,0,-,0,3.4,408,,,,100
Pizza Hub,https://www.zomato.com/kolkata/pizza-hub-new-town,"Pizza, Sandwich, Burger","New Town, Kolkata",,"Shop A-2, Unitech Gate 1, NKDA Market, New Town, Kolkata",9.19083E+11,1,0,0,0,-,0,-,0,,,,200
Yana Hut,https://www.zomato.com/kolkata/yana-hut-baguihati,Chinese,"Baguihati, Kolkata",Opens at 11am,"11, Ground Floor, Near Ganguram Gali, Block I, 176, F, Jhowtala Road, Baguihati, Kolkata",9.18697E+11,1,1,0,0,-,0,-,0,,,,200
Bite Palace,https://www.zomato.com/kolkata/bite-palace-new-town,"North Indian, Chinese, Mughlai","New Town, Kolkata",,"Natunpukur, Patharghata, Rajarhat, New Town, Kolkata",9.1798E+11,1,0,0,0,-,0,-,0,,,,200
Zaika,https://www.zomato.com/kolkata/zaika-2-new-town,"North Indian, Chinese, Biryani","New Town, Kolkata",Opens at 11am,"A-34, NKDA Market, New Town, Kolkata",9.19818E+11,1,1,1,0,-,0,-,4,,,,500
Lover Food Point,https://www.zomato.com/lover-food-point-food-truck,"North Indian, Bengali, Chinese, South Indian, Seafood, Shake, Tea, Desserts","New Town, Kolkata",,"Jothbhi, Hatgacha, K.L.C. Bamanghata, Bhangar-II, South Twenty Four Parganas, New Town, Kolkata",9.18343E+11,1,0,0,0,-,0,-,4,,,,100
The South Indian Dosa Cafe,https://www.zomato.com/kolkata/the-south-indian-dosa-cafe-new-town,South Indian,"New Town, Kolkata",,"Jothbhi, Hatgacha, K.L.C.Bamanghata, Bhangar II, New Town, Kolkata",9.18343E+11,1,0,0,0,-,0,-,2,,,,150
Ram Bharose Hindustani Dhaba,https://www.zomato.com/kolkata/ram-bharose-hindustani-dhaba-new-town,"North Indian, Chinese, Mughlai, Kebab, Momos","New Town, Kolkata",Opens on Wednesday at 12:30pm,"Chak Panchuria, Unitech, New Town, Kolkata",9.19836E+11,1,1,1,0,3.4,11,-,15,,,"Fantastic Decoration, Good Music, Elaborate Menu, Fresh Food, Good Quality",500
Ovenstory Pizza,https://www.zomato.com/kolkata/ovenstory-pizza-1-new-town,"Pizza, Fast Food, Italian","New Town, Kolkata",,"Unit 220, 2nd Floor, Action Area 1B, New Town, Kolkata",9.17738E+11,1,0,0,0,-,0,4.2,1422,,,"Cute Packaging, Extensive Menu, Great Portions, Value for Money, Timely Service, Worth the Money",250
Faasos - Wraps & Rolls,https://www.zomato.com/kolkata/faasos-wraps-rolls-new-town,"Fast Food, Rolls, Wraps, Shake","New Town, Kolkata",,"Ghoshdutta Para, Hatira, New Town, Kolkata",9.177E+11,1,0,0,0,-,0,4.2,4282,,,"Cute Packaging, Worth the Money, Customizable Food, Timely Service, Elaborate Menu, Delicious Food",200
Foodizo,https://www.zomato.com/kolkata/foodizo-sector-5-salt-lake,"Street Food, Chinese, Fast Food, Beverages, Shake","Sector 5, Salt Lake, Kolkata",Opens at 10:30am,"NP 375, Nayapatti Main Road, Bidhannagar, Sector 5, Salt Lake, Kolkata",9.1891E+11,1,1,1,0,3.8,99,4,201,,,"Customizable Dishes, Student Crowd, Behavior, Good Music, Family Crowd, Young Crowd",300
Julie's Kitchen,https://www.zomato.com/kolkata/julies-kitchen-1-new-town,"North Indian, Chinese, Momos","New Town, Kolkata",,"DB 128, Street 294, North Twenty Four Parganas, New Town, Kolkata",9.19008E+11,1,0,0,0,-,0,3.7,54,,,"Fresh Food with Good Quality, Worth the Money, Customizable Food, Great Portions, Quantity",100
Little Chow,https://www.zomato.com/kolkata/little-chow-1-new-town,"Chinese, Momos, Asian, Tibetan","New Town, Kolkata",,"Stall A9, NKDA Market, Unitech Gate 1, New Town, Kolkata",9.1891E+11,1,0,0,0,-,0,3.8,231,,,"Low Price, Best Food under Best Budget, Proper Packaging, Food Quality, Taste",150
Wow Chow,https://www.zomato.com/kolkata/wow-chow-new-town,"Chinese, Tibetan, Seafood, Oriental","New Town, Kolkata",Opens at 2:30pm,"Shop 28, Near Unitech Gate 1, Action Area 3, New Town, Kolkata",9.17596E+11,1,1,1,0,-,3,3.6,2792,,,,400
Firangi Bake,https://www.zomato.com/kolkata/firangi-bake-new-town,"Italian, Mexican, Fast Food","New Town, Kolkata",,"Ghosh Dutta Para, Hatiara, New Town, Kolkata",9.1771E+11,1,0,0,0,-,0,4.1,818,,,"Packaging, Quantity, Price, Food",250
Tasty Island,https://www.zomato.com/kolkata/tasty-island-2-new-town,"Sandwich, Beverages","New Town, Kolkata",,"DLF 2, IT Park, Technocity, New Town, Kolkata",9.19852E+11,1,0,0,0,-,0,-,10,,,,50
Real Kolkata Biriyani,https://www.zomato.com/kolkata/real-kolkata-biriyani-sector-5-salt-lake,Biryani,"Sector 5, Salt Lake, Kolkata",,"MB 662, Mohisbathan, Ward 28, Salt Lake City, Sector 5, Salt Lake, Kolkata",9.19063E+11,1,0,0,0,-,0,3.8,11,,,,150
Roy's,https://www.zomato.com/kolkata/roys-kestopur,Bengali,"Kestopur, Kolkata",Opens at 4pm,"Chandiberia Road, Chandpur, Kestopur, Kolkata",9.19933E+11,1,1,0,0,-,0,-,1,,,,150
Afiaa Rolls,https://www.zomato.com/kolkata/afiaa-rolls-1-new-town,"Rolls, Fast Food","New Town, Kolkata",Opens at 2:30pm,"Opposite TCS Gate 1, New Town, Kolkata",9.19831E+11,1,1,0,0,-,0,4.1,5082,,,,100
SBM Hungry Zone,https://www.zomato.com/kolkata/sbm-hungry-zone-1-new-town,"Chinese, Rolls, Biryani","New Town, Kolkata",Opens at 8am,"Opposite DLF, New Town, Kolkata",9.19904E+11,1,1,1,0,3.4,9,-,14,,,,450
The Chocolate Cafe,https://www.zomato.com/kolkata/the-chocolate-cafe-sector-5-salt-lake,"Desserts, Beverages, Shake","Sector 5, Salt Lake, Kolkata",Opens at 10:30am,"NP-375, Nayapatti Road, Near Chokh Mandir, Beside Cable Office, Sector 5, Salt Lake, Kolkata",9.19621E+11,1,1,1,0,3.5,31,4,34,,,"Delicious, Served Quickly, Customizable Food, Young Crowd, Great Portions, Fresh Food",200
Randhuni,https://www.zomato.com/kolkata/randhuni-kestopur,"Biryani, North Indian","Kestopur, Kolkata",,"Hatiara Extention, Hatiara, Rajarhat, Kestopur, Kolkata",9.1629E+11,1,0,0,0,-,0,-,0,,,,350
The Prapti Continental,https://www.zomato.com/kolkata/the-prapti-continental-1-new-town,Fast Food,"New Town, Kolkata",Opens at 11am,"Alliah University Road, Ecospace New Town, Kolkata",9.19091E+11,1,1,1,0,2.8,6,-,1,,,,300
Kebab Mein Haddi,https://www.zomato.com/kebab-mein-haddi-food-truck,"North Indian, Wraps, Kebab","New Town, Kolkata",Opens at 6pm,"Near, Hiland Woods Road, Action Area II- C, New Town, Kolkata",9.17596E+11,1,1,0,0,-,0,4.3,106,,,"Worth the Money, Delicious Food, Good Quality, Price, Taste",150
Ranuka South Indian Food Centre,https://www.zomato.com/kolkata/ranuka-south-indian-food-centre-new-town,South Indian,"New Town, Kolkata",Opens at 7am,"Shop A 42, NKDA Marked Complex, Opposite Unitech Gate 1, New Town, Kolkata",9.18981E+11,1,1,0,0,2.7,5,3.8,565,,,,150
Royal Restaurant,https://www.zomato.com/kolkata/royal-restaurant-1-kestopur,North Indian,"Kestopur, Kolkata",Opens at 2pm,"Plot 28, Jagatpur More, Rajarhat, Near Kestopur, Kolkata",9.19831E+11,1,1,1,0,2.9,5,4,32,,,,250
Halum Hulum,https://www.zomato.com/kolkata/halum-hulum-new-town,"North Indian, Chinese","New Town, Kolkata",Opens at 1pm,"South Hatiara, Naskar Para, Rajarhat, Gopalghar, New Town, Kolkata",9.16291E+11,1,1,0,0,-,0,4,23,,,,100
Insta Foods,https://www.zomato.com/kolkata/insta-foods-2-new-town,"Sandwich, Fast Food","New Town, Kolkata",Opens at 2:30pm,"Flat 7, Block 11, Starlit Housing Complex, Action Area 2C, New Town, Kolkata",9.18241E+11,1,1,0,0,-,0,-,9,,,,100
Annapurna Restaurant,https://www.zomato.com/kolkata/annapurna-restaurant-new-town,"Chinese, North Indian, Rolls","New Town, Kolkata",Opens at 1pm,"Gouranga Nagar, Solonguri Colony, Opposite Anup Medical Hall, New Town, Kolkata",9.18778E+11,1,1,0,0,-,0,3.3,281,,,,100
